class,NOAA_ar_num,event_date,start_time,end_time,peak_time
B8.5,12331,2015-04-26,2015-04-26 13:47:00,2015-04-26 14:21:00,2015-04-26 14:12:00
B3.9,12335,2015-05-01,2015-05-01 22:54:00,2015-05-01 23:00:00,2015-05-01 22:57:00
B8.0,12338,2015-05-04,2015-05-04 05:57:00,2015-05-04 06:02:00,2015-05-04 06:00:00
B9.5,12339,2015-05-15,2015-05-15 03:17:00,2015-05-15 03:25:00,2015-05-15 03:21:00
B8.6,12342,2015-05-17,2015-05-17 02:08:00,2015-05-17 02:24:00,2015-05-17 02:15:00
B9.1,12347,2015-05-17,2015-05-17 15:59:00,2015-05-17 16:05:00,2015-05-17 16:02:00
B9.1,12345,2015-05-18,2015-05-18 18:15:00,2015-05-18 18:20:00,2015-05-18 18:18:00
B7.6,12349,2015-05-19,2015-05-19 12:40:00,2015-05-19 12:49:00,2015-05-19 12:45:00
B5.8,12351,2015-05-20,2015-05-20 15:02:00,2015-05-20 15:12:00,2015-05-20 15:07:00
B6.2,12346,2015-05-20,2015-05-20 18:31:00,2015-05-20 18:41:00,2015-05-20 18:36:00
B6.5,12344,2015-05-21,2015-05-21 03:33:00,2015-05-21 03:52:00,2015-05-21 03:43:00
B5.4,12352,2015-05-22,2015-05-22 16:40:00,2015-05-22 16:52:00,2015-05-22 16:45:00
B4.0,12349,2015-05-23,2015-05-23 01:15:00,2015-05-23 01:32:00,2015-05-23 01:22:00
B3.9,12353,2015-05-23,2015-05-23 16:24:00,2015-05-23 16:33:00,2015-05-23 16:30:00
B7.4,12351,2015-05-25,2015-05-25 19:33:00,2015-05-25 20:12:00,2015-05-25 19:57:00
B3.4,12351,2015-05-28,2015-05-28 01:51:00,2015-05-28 02:01:00,2015-05-28 01:56:00
B3.6,12356,2015-05-30,2015-05-30 05:44:00,2015-05-30 05:54:00,2015-05-30 05:49:00
B6.5,12358,2015-05-30,2015-05-30 21:55:00,2015-05-30 22:12:00,2015-05-30 22:03:00
B6.4,12358,2015-06-02,2015-06-02 10:12:00,2015-06-02 10:28:00,2015-06-02 10:17:00
B9.3,12361,2015-06-06,2015-06-06 01:01:00,2015-06-06 01:56:00,2015-06-06 01:36:00
B5.7,12364,2015-06-06,2015-06-06 19:13:00,2015-06-06 19:27:00,2015-06-06 19:22:00
B7.0,12365,2015-06-08,2015-06-08 07:28:00,2015-06-08 07:36:00,2015-06-08 07:32:00
B6.6,12366,2015-06-08,2015-06-08 22:55:00,2015-06-08 23:01:00,2015-06-08 22:58:00
B7.9,12371,2015-06-28,2015-06-28 02:21:00,2015-06-28 02:28:00,2015-06-28 02:25:00
B6.8,12373,2015-06-28,2015-06-28 15:04:00,2015-06-28 15:11:00,2015-06-28 15:08:00
B8.8,12376,2015-07-01,2015-07-01 05:40:00,2015-07-01 06:29:00,2015-07-01 06:13:00
B5.5,12376,2015-07-04,2015-07-04 15:01:00,2015-07-04 15:08:00,2015-07-04 15:05:00
B9.4,12377,2015-07-05,2015-07-05 13:06:00,2015-07-05 13:35:00,2015-07-05 13:20:00
B9.7,12373,2015-07-09,2015-07-09 18:21:00,2015-07-09 18:32:00,2015-07-09 18:28:00
B7.3,12384,2015-07-10,2015-07-10 01:21:00,2015-07-10 01:30:00,2015-07-10 01:26:00
B7.1,12385,2015-07-10,2015-07-10 23:42:00,2015-07-10 23:49:00,2015-07-10 23:45:00
B6.3,12386,2015-07-13,2015-07-13 23:45:00,2015-07-13 23:50:00,2015-07-13 23:48:00
B8.1,12387,2015-07-14,2015-07-14 15:44:00,2015-07-14 16:12:00,2015-07-14 16:00:00
B5.1,12387,2015-07-17,2015-07-17 15:53:00,2015-07-17 16:05:00,2015-07-17 15:59:00
B6.4,12388,2015-07-20,2015-07-20 04:32:00,2015-07-20 05:05:00,2015-07-20 04:52:00
B5.3,12384,2015-07-21,2015-07-21 05:23:00,2015-07-21 06:20:00,2015-07-21 05:47:00
B2.9,12387,2015-07-21,2015-07-21 12:16:00,2015-07-21 12:25:00,2015-07-21 12:20:00
B2.4,12386,2015-07-22,2015-07-22 03:54:00,2015-07-22 04:01:00,2015-07-22 03:57:00
B4.9,12389,2015-07-24,2015-07-24 05:02:00,2015-07-24 05:38:00,2015-07-24 05:17:00
B3.7,12390,2015-07-27,2015-07-27 03:40:00,2015-07-27 03:45:00,2015-07-27 03:43:00
B5.7,12393,2015-07-30,2015-07-30 23:28:00,2015-07-30 23:53:00,2015-07-30 23:46:00
B5.9,12390,2015-07-31,2015-07-31 03:55:00,2015-07-31 04:08:00,2015-07-31 04:02:00
B8.0,12394,2015-08-01,2015-08-01 17:47:00,2015-08-01 17:56:00,2015-08-01 17:51:00
B4.0,12395,2015-08-02,2015-08-02 11:55:00,2015-08-02 12:03:00,2015-08-02 11:59:00
B5.4,12391,2015-08-03,2015-08-03 05:37:00,2015-08-03 05:56:00,2015-08-03 05:48:00
B4.4,12396,2015-08-04,2015-08-04 18:36:00,2015-08-04 18:51:00,2015-08-04 18:41:00
B5.7,12394,2015-08-05,2015-08-05 04:47:00,2015-08-05 04:53:00,2015-08-05 04:51:00
B6.7,12396,2015-08-07,2015-08-07 06:25:00,2015-08-07 06:47:00,2015-08-07 06:34:00
B7.5,12394,2015-08-08,2015-08-08 15:09:00,2015-08-08 15:23:00,2015-08-08 15:15:00
B8.2,12396,2015-08-10,2015-08-10 06:04:00,2015-08-10 06:12:00,2015-08-10 06:10:00
B4.8,12400,2015-08-11,2015-08-11 16:56:00,2015-08-11 17:09:00,2015-08-11 17:00:00
B6.7,12394,2015-08-12,2015-08-12 10:26:00,2015-08-12 10:33:00,2015-08-12 10:29:00
B3.3,12396,2015-08-13,2015-08-13 02:00:00,2015-08-13 02:07:00,2015-08-13 02:04:00
B2.9,12401,2015-08-13,2015-08-13 13:39:00,2015-08-13 13:57:00,2015-08-13 13:53:00
B2.8,12401,2015-08-16,2015-08-16 06:30:00,2015-08-16 06:51:00,2015-08-16 06:42:00
B2.8,12403,2015-08-17,2015-08-17 08:41:00,2015-08-17 08:50:00,2015-08-17 08:45:00
B6.1,12401,2015-08-19,2015-08-19 13:10:00,2015-08-19 13:32:00,2015-08-19 13:27:00
B4.5,12405,2015-08-31,2015-08-31 14:27:00,2015-08-31 14:47:00,2015-08-31 14:38:00
B5.0,12407,2015-09-02,2015-09-02 07:50:00,2015-09-02 08:00:00,2015-09-02 07:55:00
B4.4,12409,2015-09-04,2015-09-04 05:13:00,2015-09-04 05:26:00,2015-09-04 05:18:00
B3.0,12410,2015-09-05,2015-09-05 02:11:00,2015-09-05 02:20:00,2015-09-05 02:15:00
B4.2,12415,2015-09-11,2015-09-11 02:39:00,2015-09-11 03:08:00,2015-09-11 02:45:00
B4.3,12414,2015-09-11,2015-09-11 16:43:00,2015-09-11 16:49:00,2015-09-11 16:46:00
B5.7,12415,2015-09-14,2015-09-14 00:37:00,2015-09-14 00:45:00,2015-09-14 00:42:00
B6.9,12422,2015-09-23,2015-09-23 12:56:00,2015-09-23 13:09:00,2015-09-23 13:00:00
B6.6,12421,2015-09-24,2015-09-24 04:47:00,2015-09-24 04:58:00,2015-09-24 04:51:00
B7.9,12427,2015-10-03,2015-10-03 20:26:00,2015-10-03 21:01:00,2015-10-03 20:32:00
B1.7,12427,2015-10-06,2015-10-06 08:17:00,2015-10-06 11:26:00,2015-10-06 11:14:00
B1.8,12431,2015-10-09,2015-10-09 21:34:00,2015-10-09 22:17:00,2015-10-09 21:39:00
B1.5,12432,2015-10-10,2015-10-10 10:58:00,2015-10-10 11:09:00,2015-10-10 11:04:00
B7.6,12432,2015-10-14,2015-10-14 15:46:00,2015-10-14 16:02:00,2015-10-14 15:54:00
B9.6,12436,2015-10-19,2015-10-19 21:48:00,2015-10-19 21:57:00,2015-10-19 21:52:00
B5.9,12436,2015-10-23,2015-10-23 06:36:00,2015-10-23 06:45:00,2015-10-23 06:41:00
B5.8,12434,2015-10-24,2015-10-24 12:26:00,2015-10-24 12:31:00,2015-10-24 12:29:00
B7.2,12436,2015-10-26,2015-10-26 01:00:00,2015-10-26 01:20:00,2015-10-26 01:12:00
B8.6,12443,2015-11-10,2015-11-10 07:33:00,2015-11-10 07:42:00,2015-11-10 07:39:00
B3.9,12452,2015-11-12,2015-11-12 19:20:00,2015-11-12 19:31:00,2015-11-12 19:26:00
B5.4,12449,2015-11-15,2015-11-15 14:19:00,2015-11-15 14:31:00,2015-11-15 14:25:00
B5.8,12454,2015-11-17,2015-11-17 13:26:00,2015-11-17 13:31:00,2015-11-17 13:29:00
B8.0,12457,2015-11-19,2015-11-19 07:44:00,2015-11-19 07:53:00,2015-11-19 07:48:00
B7.3,12455,2015-11-20,2015-11-20 12:26:00,2015-11-20 13:02:00,2015-11-20 12:58:00
B8.7,12454,2015-11-21,2015-11-21 17:07:00,2015-11-21 17:14:00,2015-11-21 17:11:00
B7.3,12457,2015-11-22,2015-11-22 13:48:00,2015-11-22 13:56:00,2015-11-22 13:51:00
B4.2,12459,2015-11-27,2015-11-27 13:35:00,2015-11-27 13:48:00,2015-11-27 13:42:00
B6.0,12457,2015-11-28,2015-11-28 10:32:00,2015-11-28 12:15:00,2015-11-28 11:34:00
B5.9,12458,2015-11-29,2015-11-29 06:04:00,2015-11-29 06:17:00,2015-11-29 06:10:00
B8.1,12458,2015-12-02,2015-12-02 18:23:00,2015-12-02 18:55:00,2015-12-02 18:35:00
B3.3,12459,2015-12-03,2015-12-03 17:12:00,2015-12-03 17:51:00,2015-12-03 17:38:00
B5.9,12463,2015-12-04,2015-12-04 14:23:00,2015-12-04 14:51:00,2015-12-04 14:36:00
B7.6,12463,2015-12-07,2015-12-07 03:23:00,2015-12-07 03:37:00,2015-12-07 03:30:00
B3.9,12465,2015-12-07,2015-12-07 07:29:00,2015-12-07 07:39:00,2015-12-07 07:33:00
B4.2,12462,2015-12-07,2015-12-07 18:19:00,2015-12-07 18:32:00,2015-12-07 18:26:00
B6.7,12466,2015-12-09,2015-12-09 08:54:00,2015-12-09 09:01:00,2015-12-09 08:58:00
B8.3,12468,2015-12-09,2015-12-09 12:19:00,2015-12-09 12:27:00,2015-12-09 12:22:00
B5.7,12465,2015-12-10,2015-12-10 16:47:00,2015-12-10 17:12:00,2015-12-10 17:05:00
B7.8,12467,2015-12-11,2015-12-11 00:29:00,2015-12-11 00:43:00,2015-12-11 00:36:00
B9.4,12470,2015-12-12,2015-12-12 17:09:00,2015-12-12 17:16:00,2015-12-12 17:12:00
B7.6,12463,2015-12-13,2015-12-13 21:42:00,2015-12-13 21:51:00,2015-12-13 21:46:00
B9.0,12468,2015-12-14,2015-12-14 14:31:00,2015-12-14 14:53:00,2015-12-14 14:41:00
B7.6,12470,2015-12-17,2015-12-17 03:29:00,2015-12-17 03:51:00,2015-12-17 03:41:00
B8.2,12468,2015-12-17,2015-12-17 20:59:00,2015-12-17 21:10:00,2015-12-17 21:04:00
B7.4,12369,2015-12-18,2015-12-18 23:19:00,2015-12-19 01:59:00,2015-12-19 01:18:00
B6.2,12477,2016-01-01,2016-01-01 04:38:00,2016-01-01 04:51:00,2016-01-01 04:41:00
B4.7,12476,2016-01-03,2016-01-03 20:20:00,2016-01-03 20:27:00,2016-01-03 20:24:00
B4.1,12479,2016-01-04,2016-01-04 06:17:00,2016-01-04 06:24:00,2016-01-04 06:21:00
B4.4,12476,2016-01-06,2016-01-06 00:14:00,2016-01-06 00:37:00,2016-01-06 00:25:00
B6.6,12480,2016-01-06,2016-01-06 03:27:00,2016-01-06 04:03:00,2016-01-06 03:48:00
B5.6,12478,2016-01-06,2016-01-06 06:13:00,2016-01-06 06:20:00,2016-01-06 06:16:00
B4.2,12481,2016-01-08,2016-01-08 00:04:00,2016-01-08 00:28:00,2016-01-08 00:21:00
B8.6,12482,2016-01-08,2016-01-08 11:23:00,2016-01-08 11:41:00,2016-01-08 11:31:00
B4.2,12483,2016-01-10,2016-01-10 17:09:00,2016-01-10 17:17:00,2016-01-10 17:13:00
B4.4,12480,2016-01-11,2016-01-11 17:00:00,2016-01-11 17:33:00,2016-01-11 17:14:00
B3.9,12483,2016-01-13,2016-01-13 07:05:00,2016-01-13 07:43:00,2016-01-13 07:25:00
B3.7,12480,2016-01-14,2016-01-14 10:04:00,2016-01-14 10:17:00,2016-01-14 10:08:00
B3.7,12485,2016-01-17,2016-01-17 10:36:00,2016-01-17 11:12:00,2016-01-17 10:49:00
B3.7,12484,2016-01-20,2016-01-20 00:58:00,2016-01-20 01:04:00,2016-01-20 01:02:00
B9.6,12487,2016-01-20,2016-01-20 11:15:00,2016-01-20 11:24:00,2016-01-20 11:19:00
B7.1,12488,2016-01-22,2016-01-22 23:47:00,2016-01-22 23:55:00,2016-01-22 23:52:00
B4.3,12487,2016-01-23,2016-01-23 00:53:00,2016-01-23 01:04:00,2016-01-23 00:57:00
B5.9,12490,2016-01-24,2016-01-24 08:20:00,2016-01-24 08:30:00,2016-01-24 08:24:00
B8.0,12489,2016-01-25,2016-01-25 06:50:00,2016-01-25 07:01:00,2016-01-25 06:54:00
B5.3,12490,2016-01-27,2016-01-27 19:22:00,2016-01-27 19:33:00,2016-01-27 19:27:00
B6.1,12489,2016-01-28,2016-01-28 03:18:00,2016-01-28 03:25:00,2016-01-28 03:22:00
B8.8,12488,2016-01-29,2016-01-29 14:53:00,2016-01-29 15:11:00,2016-01-29 15:00:00
B4.3,12489,2016-01-31,2016-01-31 15:58:00,2016-01-31 16:10:00,2016-01-31 16:01:00
B4.6,12492,2016-02-02,2016-02-02 04:52:00,2016-02-02 05:14:00,2016-02-02 05:00:00
B7.8,12490,2016-02-03,2016-02-03 02:09:00,2016-02-03 02:45:00,2016-02-03 02:35:00
B7.5,12493,2016-02-03,2016-02-03 18:25:00,2016-02-03 18:40:00,2016-02-03 18:33:00
B8.9,12494,2016-02-04,2016-02-04 09:16:00,2016-02-04 09:25:00,2016-02-04 09:20:00
B8.4,12491,2016-02-05,2016-02-05 03:22:00,2016-02-05 03:32:00,2016-02-05 03:26:00
B7.7,12495,2016-02-05,2016-02-05 18:02:00,2016-02-05 18:13:00,2016-02-05 18:07:00
B8.2,12494,2016-02-07,2016-02-07 01:52:00,2016-02-07 02:03:00,2016-02-07 01:58:00
B5.7,12497,2016-02-08,2016-02-08 08:49:00,2016-02-08 08:54:00,2016-02-08 08:52:00
B7.8,12492,2016-02-08,2016-02-08 16:13:00,2016-02-08 16:31:00,2016-02-08 16:18:00
B6.2,12498,2016-02-09,2016-02-09 21:51:00,2016-02-09 22:08:00,2016-02-09 22:05:00
B5.9,12496,2016-02-10,2016-02-10 20:41:00,2016-02-10 21:03:00,2016-02-10 20:48:00
B7.8,12497,2016-02-18,2016-02-18 07:20:00,2016-02-18 07:32:00,2016-02-18 07:27:00
B5.1,12505,2016-02-21,2016-02-21 07:43:00,2016-02-21 07:55:00,2016-02-21 07:53:00
B4.3,12506,2016-02-22,2016-02-22 18:41:00,2016-02-22 18:47:00,2016-02-22 18:45:00
B1.9,12501,2016-02-24,2016-02-24 05:27:00,2016-02-24 05:32:00,2016-02-24 05:30:00
B3.2,12506,2016-02-25,2016-02-25 09:15:00,2016-02-25 09:43:00,2016-02-25 09:23:00
B2.6,12506,2016-02-28,2016-02-28 17:17:00,2016-02-28 17:32:00,2016-02-28 17:21:00
B5.2,12510,2016-02-29,2016-02-29 16:43:00,2016-02-29 17:27:00,2016-02-29 17:06:00
B4.6,12510,2016-03-03,2016-03-03 01:36:00,2016-03-03 02:57:00,2016-03-03 02:03:00
B3.2,12514,2016-03-04,2016-03-04 07:47:00,2016-03-04 07:54:00,2016-03-04 07:51:00
B3.6,12506,2016-03-05,2016-03-05 00:35:00,2016-03-05 00:47:00,2016-03-05 00:40:00
B4.4,12515,2016-03-05,2016-03-05 03:16:00,2016-03-05 03:36:00,2016-03-05 03:22:00
B7.2,12512,2016-03-06,2016-03-06 04:58:00,2016-03-06 05:19:00,2016-03-06 05:12:00
B2.4,12510,2016-03-08,2016-03-08 03:26:00,2016-03-08 03:37:00,2016-03-08 03:30:00
B8.4,12511,2016-03-08,2016-03-08 13:09:00,2016-03-08 13:14:00,2016-03-08 13:12:00
B4.1,12519,2016-03-08,2016-03-08 22:34:00,2016-03-08 22:42:00,2016-03-08 22:39:00
B8.4,12512,2016-03-10,2016-03-10 18:42:00,2016-03-10 19:06:00,2016-03-10 18:54:00
B3.4,12511,2016-03-11,2016-03-11 02:11:00,2016-03-11 02:20:00,2016-03-11 02:16:00
B2.7,12518,2016-03-11,2016-03-11 03:12:00,2016-03-11 03:17:00,2016-03-11 03:15:00
B8.8,12519,2016-03-12,2016-03-12 03:43:00,2016-03-12 04:20:00,2016-03-12 04:05:00
B6.4,12521,2016-03-13,2016-03-13 21:44:00,2016-03-13 21:52:00,2016-03-13 21:48:00
B6.9,12522,2016-03-14,2016-03-14 11:03:00,2016-03-14 11:20:00,2016-03-14 11:11:00
B4.3,12519,2016-03-16,2016-03-16 19:52:00,2016-03-16 19:57:00,2016-03-16 19:55:00
B3.5,12524,2016-03-17,2016-03-17 16:13:00,2016-03-17 16:22:00,2016-03-17 16:16:00
B5.1,12523,2016-03-18,2016-03-18 00:11:00,2016-03-18 00:24:00,2016-03-18 00:17:00
B3.4,12521,2016-03-18,2016-03-18 18:52:00,2016-03-18 19:00:00,2016-03-18 18:56:00
B2.8,12526,2016-03-23,2016-03-23 22:05:00,2016-03-23 22:12:00,2016-03-23 22:09:00
B3.3,12524,2016-03-24,2016-03-24 16:59:00,2016-03-24 17:05:00,2016-03-24 17:02:00
B1.6,12526,2016-03-26,2016-03-26 07:19:00,2016-03-26 07:24:00,2016-03-26 07:22:00
B3.5,12524,2016-03-27,2016-03-27 06:00:00,2016-03-27 06:11:00,2016-03-27 06:07:00
B1.5,12526,2016-03-30,2016-03-30 16:04:00,2016-03-30 16:16:00,2016-03-30 16:11:00
B2.1,12524,2016-04-02,2016-04-02 12:11:00,2016-04-02 12:22:00,2016-04-02 12:17:00
B2.2,12528,2016-04-03,2016-04-03 13:35:00,2016-04-03 13:41:00,2016-04-03 13:38:00
B8.6,12529,2016-04-07,2016-04-07 09:45:00,2016-04-07 09:50:00,2016-04-07 09:48:00
B8.1,12529,2016-04-11,2016-04-11 13:16:00,2016-04-11 13:26:00,2016-04-11 13:20:00
B7.2,12531,2016-04-14,2016-04-14 01:50:00,2016-04-14 01:57:00,2016-04-14 01:54:00
B4.8,12529,2016-04-14,2016-04-14 14:37:00,2016-04-14 15:10:00,2016-04-14 14:59:00
B4.0,12532,2016-04-18,2016-04-18 12:30:00,2016-04-18 12:58:00,2016-04-18 12:46:00
B3.5,12532,2016-04-21,2016-04-21 04:28:00,2016-04-21 04:54:00,2016-04-21 04:39:00
B4.7,12529,2016-04-21,2016-04-21 04:58:00,2016-04-21 05:23:00,2016-04-21 05:10:00
B5.9,12532,2016-04-24,2016-04-24 15:56:00,2016-04-24 16:09:00,2016-04-24 16:03:00
B3.0,12536,2016-04-25,2016-04-25 20:04:00,2016-04-25 20:15:00,2016-04-25 20:11:00
B3.5,12532,2016-04-27,2016-04-27 10:11:00,2016-04-27 10:20:00,2016-04-27 10:15:00
B4.9,12537,2016-04-27,2016-04-27 15:43:00,2016-04-27 15:55:00,2016-04-27 15:48:00
B8.1,12535,2016-04-28,2016-04-28 01:18:00,2016-04-28 01:36:00,2016-04-28 01:25:00
B4.3,12536,2016-04-29,2016-04-29 19:36:00,2016-04-29 19:52:00,2016-04-29 19:43:00
B3.6,12537,2016-04-30,2016-04-30 02:46:00,2016-04-30 02:56:00,2016-04-30 02:51:00
B5.7,12539,2016-04-30,2016-04-30 14:42:00,2016-04-30 14:59:00,2016-04-30 14:51:00
B5.8,12540,2016-05-01,2016-05-01 14:06:00,2016-05-01 14:28:00,2016-05-01 14:15:00
B3.1,12535,2016-05-02,2016-05-02 03:01:00,2016-05-02 03:13:00,2016-05-02 03:10:00
B6.4,12539,2016-05-03,2016-05-03 00:54:00,2016-05-03 01:05:00,2016-05-03 01:00:00
B6.2,12541,2016-05-03,2016-05-03 08:10:00,2016-05-03 08:44:00,2016-05-03 08:17:00
B4.1,12536,2016-05-05,2016-05-05 07:21:00,2016-05-05 07:33:00,2016-05-05 07:26:00
B4.4,12541,2016-05-06,2016-05-06 10:04:00,2016-05-06 10:24:00,2016-05-06 10:10:00
B9.4,12541,2016-05-09,2016-05-09 05:11:00,2016-05-09 05:34:00,2016-05-09 05:23:00
B3.3,12542,2016-05-09,2016-05-09 16:17:00,2016-05-09 16:22:00,2016-05-09 16:20:00
B8.1,12543,2016-05-09,2016-05-09 23:33:00,2016-05-09 23:53:00,2016-05-09 23:43:00
B5.3,12544,2016-05-12,2016-05-12 12:20:00,2016-05-12 12:27:00,2016-05-12 12:23:00
B4.7,12542,2016-05-12,2016-05-12 16:06:00,2016-05-12 16:14:00,2016-05-12 16:10:00
B5.8,12543,2016-05-14,2016-05-14 00:51:00,2016-05-14 00:56:00,2016-05-14 00:54:00
B9.0,12544,2016-05-15,2016-05-15 03:40:00,2016-05-15 03:52:00,2016-05-15 03:45:00
B6.0,12545,2016-05-16,2016-05-16 04:38:00,2016-05-16 04:48:00,2016-05-16 04:42:00
B7.0,12542,2016-05-17,2016-05-17 07:50:00,2016-05-17 07:57:00,2016-05-17 07:54:00
B5.1,12544,2016-05-18,2016-05-18 17:52:00,2016-05-18 18:07:00,2016-05-18 17:58:00
B2.6,12546,2016-05-20,2016-05-20 00:55:00,2016-05-20 01:02:00,2016-05-20 00:59:00
B2.0,12546,2016-05-23,2016-05-23 07:41:00,2016-05-23 07:47:00,2016-05-23 07:45:00
B9.3,12548,2016-05-25,2016-05-25 21:04:00,2016-05-25 21:29:00,2016-05-25 21:17:00
B3.3,12549,2016-05-28,2016-05-28 11:49:00,2016-05-28 12:16:00,2016-05-28 11:55:00
B7.2,12548,2016-05-29,2016-05-29 06:50:00,2016-05-29 07:02:00,2016-05-29 06:56:00
B4.1,12550,2016-05-30,2016-05-30 15:02:00,2016-05-30 15:11:00,2016-05-30 15:07:00
B2.9,12551,2016-05-31,2016-05-31 19:34:00,2016-05-31 19:47:00,2016-05-31 19:41:00
B2.3,12552,2016-06-08,2016-06-08 04:04:00,2016-06-08 04:28:00,2016-06-08 04:16:00
B2.2,12553,2016-06-10,2016-06-10 09:47:00,2016-06-10 09:56:00,2016-06-10 09:52:00
B2.8,12552,2016-06-11,2016-06-11 00:17:00,2016-06-11 00:23:00,2016-06-11 00:20:00
B4.2,12554,2016-06-11,2016-06-11 13:24:00,2016-06-11 13:32:00,2016-06-11 13:28:00
B3.2,12553,2016-06-16,2016-06-16 00:20:00,2016-06-16 00:34:00,2016-06-16 00:25:00
B3.8,12555,2016-06-16,2016-06-16 10:40:00,2016-06-16 10:46:00,2016-06-16 10:44:00
B4.0,12556,2016-06-16,2016-06-16 17:46:00,2016-06-16 18:06:00,2016-06-16 17:53:00
B2.3,12558,2016-06-19,2016-06-19 07:31:00,2016-06-19 08:23:00,2016-06-19 07:57:00
B5.0,12555,2016-06-19,2016-06-19 23:08:00,2016-06-20 01:13:00,2016-06-19 23:47:00
B3.8,12553,2016-06-21,2016-06-21 04:38:00,2016-06-21 07:09:00,2016-06-21 05:34:00
B3.7,12558,2016-06-24,2016-06-24 00:17:00,2016-06-24 00:44:00,2016-06-24 00:34:00
B3.9,12561,2016-07-07,2016-07-07 03:03:00,2016-07-07 03:14:00,2016-07-07 03:08:00
B9.1,12564,2016-07-08,2016-07-08 02:34:00,2016-07-08 03:24:00,2016-07-08 03:16:00
B6.3,12562,2016-07-08,2016-07-08 06:09:00,2016-07-08 06:31:00,2016-07-08 06:24:00
B9.4,12564,2016-07-11,2016-07-11 21:27:00,2016-07-11 21:37:00,2016-07-11 21:33:00
B3.9,12565,2016-07-12,2016-07-12 10:59:00,2016-07-12 11:08:00,2016-07-12 11:03:00
B4.3,12562,2016-07-13,2016-07-13 14:40:00,2016-07-13 14:49:00,2016-07-13 14:44:00
B3.9,12565,2016-07-15,2016-07-15 02:23:00,2016-07-15 02:32:00,2016-07-15 02:28:00
B7.4,12567,2016-07-15,2016-07-15 05:06:00,2016-07-15 05:14:00,2016-07-15 05:12:00
B8.4,12657,2016-07-17,2016-07-17 18:59:00,2016-07-17 19:26:00,2016-07-17 19:15:00
B5.6,12565,2016-07-18,2016-07-18 18:34:00,2016-07-18 18:45:00,2016-07-18 18:39:00
B1.4,12572,2016-08-04,2016-08-04 22:24:00,2016-08-04 22:30:00,2016-08-04 22:28:00
B8.8,12571,2016-08-06,2016-08-06 23:58:00,2016-08-07 00:37:00,2016-08-07 00:28:00
B9.8,12574,2016-08-08,2016-08-08 14:51:00,2016-08-08 16:18:00,2016-08-08 15:13:00
B3.5,12571,2016-08-09,2016-08-09 16:27:00,2016-08-09 16:35:00,2016-08-09 16:31:00
B5.6,12574,2016-08-11,2016-08-11 08:34:00,2016-08-11 08:42:00,2016-08-11 08:38:00
B2.7,12578,2016-08-14,2016-08-14 18:06:00,2016-08-14 18:14:00,2016-08-14 18:11:00
B3.5,12576,2016-08-17,2016-08-17 09:56:00,2016-08-17 10:06:00,2016-08-17 10:01:00
B4.4,12578,2016-08-20,2016-08-20 05:51:00,2016-08-20 06:07:00,2016-08-20 06:00:00
B1.3,12580,2016-08-22,2016-08-22 09:35:00,2016-08-22 09:46:00,2016-08-22 09:38:00
B2.8,12579,2016-08-22,2016-08-22 21:48:00,2016-08-22 21:57:00,2016-08-22 21:52:00
B5.8,12579,2016-08-26,2016-08-26 01:28:00,2016-08-26 01:46:00,2016-08-26 01:37:00
B2.5,12582,2016-08-27,2016-08-27 14:24:00,2016-08-27 14:34:00,2016-08-27 14:29:00
B3.0,12583,2016-08-28,2016-08-28 20:12:00,2016-08-28 20:26:00,2016-08-28 20:17:00
B5.2,12585,2016-08-29,2016-08-29 07:26:00,2016-08-29 07:40:00,2016-08-29 07:31:00
B5.8,12585,2016-09-01,2016-09-01 02:27:00,2016-09-01 02:37:00,2016-09-01 02:31:00
B9.2,12585,2016-09-04,2016-09-04 18:04:00,2016-09-04 18:31:00,2016-09-04 18:17:00
B3.0,12585,2016-09-07,2016-09-07 02:28:00,2016-09-07 02:38:00,2016-09-07 02:34:00
B2.3,12586,2016-09-07,2016-09-07 09:29:00,2016-09-07 09:36:00,2016-09-07 09:33:00
B7.9,12588,2016-09-09,2016-09-09 03:02:00,2016-09-09 03:34:00,2016-09-09 03:23:00
B2.8,12589,2016-09-09,2016-09-09 04:28:00,2016-09-09 04:35:00,2016-09-09 04:31:00
B5.3,12585,2016-09-10,2016-09-10 08:18:00,2016-09-10 08:26:00,2016-09-10 08:23:00
B9.2,12591,2016-09-10,2016-09-10 18:53:00,2016-09-10 19:30:00,2016-09-10 19:22:00
B2.7,12585,2016-09-13,2016-09-13 04:40:00,2016-09-13 04:47:00,2016-09-13 04:44:00
B1.9,12589,2016-09-14,2016-09-14 15:40:00,2016-09-14 15:50:00,2016-09-14 15:44:00
B2.3,12591,2016-09-15,2016-09-15 03:15:00,2016-09-15 03:26:00,2016-09-15 03:20:00
B4.0,12592,2016-09-17,2016-09-17 05:55:00,2016-09-17 06:18:00,2016-09-17 06:05:00
B4.5,12595,2016-09-19,2016-09-19 19:46:00,2016-09-19 20:01:00,2016-09-19 19:53:00
B7.2,12593,2016-09-21,2016-09-21 13:34:00,2016-09-21 13:46:00,2016-09-21 13:38:00
B4.6,12595,2016-09-22,2016-09-22 00:24:00,2016-09-22 00:33:00,2016-09-22 00:29:00
B6.2,12592,2016-09-23,2016-09-23 04:38:00,2016-09-23 05:57:00,2016-09-23 05:25:00
B1.9,12597,2016-09-24,2016-09-24 06:28:00,2016-09-24 06:39:00,2016-09-24 06:32:00
